excel_row,column,before,after,species_on_that_row
1998,genus (E),,Kefersteinia,lactea
1998,subfamily (A),,Epidendroideae,lactea
1999,genus (E),,Kefersteinia,lojae
1999,subfamily (A),,Epidendroideae,lojae
2000,genus (E),,Kefersteinia,parvilabris
2000,subfamily (A),,Epidendroideae,parvilabris
2001,genus (E),,Kefersteinia,tolimensis
2001,subfamily (A),,Epidendroideae,tolimensis
2004,genus (E),,Pescatoria,lehmannii
2004,subfamily (A),,Epidendroideae,lehmannii
2005,genus (E),,Pescatoria,wallisii
2005,subfamily (A),,Epidendroideae,wallisii
2009,genus (E),,Warczewiczella,marginata
2009,subfamily (A),,Epidendroideae,marginata
2012,genus (E),,Zygopetalum,maculatum
2012,subfamily (A),,Epidendroideae,maculatum
2013,genus (E),,Zygopetalum,mackayi
2013,subfamily (A),,Epidendroideae,mackayi
2014,genus (E),,Zygopetalum,maxillare
2014,subfamily (A),,Epidendroideae,maxillare
2015,genus (E),,Zygopetalum,triste
2015,subfamily (A),,Epidendroideae,triste
2020,genus (E),,Chloraea,bletioides
2020,subfamily (A),,Orchidoideae,bletioides
2021,genus (E),,Chloraea,chrysantha
2021,subfamily (A),,Orchidoideae,chrysantha
2022,genus (E),,Chloraea,crispa
2022,subfamily (A),,Orchidoideae,crispa
2023,genus (E),,Chloraea,fonkii
2023,subfamily (A),,Orchidoideae,fonkii
2024,genus (E),,Chloraea,galeata
2024,subfamily (A),,Orchidoideae,galeata
2025,genus (E),,Chloraea,gavilu
2025,subfamily (A),,Orchidoideae,gavilu
2026,genus (E),,Chloraea,lamellata
2026,subfamily (A),,Orchidoideae,lamellata
2027,genus (E),,Chloraea,membranacea
2027,subfamily (A),,Orchidoideae,membranacea
2028,subfamily (A),,Orchidoideae,multiflora
2029,genus (E),,Chloraea,philippii
2029,subfamily (A),,Orchidoideae,philippii
2030,genus (E),,Chloraea,virescens
2030,subfamily (A),,Orchidoideae,virescens
2032,genus (E),,Gavilea,glandulifera
2032,subfamily (A),,Orchidoideae,glandulifera
2033,genus (E),,Gavilea,lutea
2033,subfamily (A),,Orchidoideae,lutea
2034,genus (E),,Gavilea,venosa
2034,subfamily (A),,Orchidoideae,venosa
2036,genus (E),,Codonorchis,lessonii
2036,subfamily (A),,Orchidoideae,lessonii
2040,genus (E),,Cranichis,muscosa
2040,subfamily (A),,Orchidoideae,muscosa
2044,genus (E),,Ponthieva,racemosa
2044,subfamily (A),,Orchidoideae,racemosa
2046,genus (E),,Prescottia,plantaginifolia
2046,subfamily (A),,Orchidoideae,plantaginifolia
2047,genus (E),,Prescottia,stachyodes
2047,subfamily (A),,Orchidoideae,stachyodes
2049,subfamily (A),,Orchidoideae,yatesiae
2051,genus (E),,Aspidogyne,longicornu
2051,subfamily (A),,Orchidoideae,longicornu
2053,genus (E),,Cheirostylis,notialis
2053,subfamily (A),,Orchidoideae,notialis
2054,genus (E),,Cheirostylis,nuda
2054,subfamily (A),,Orchidoideae,nuda
2055,genus (E),,Cheirostylis,takeoi
2055,subfamily (A),,Orchidoideae,takeoi
2059,genus (E),,Erythrodes,parvula
2059,subfamily (A),,Orchidoideae,parvula
2061,subfamily (A),,Orchidoideae,henryi
2062,subfamily (A),,Orchidoideae,inmeghema
2063,subfamily (A),,Orchidoideae,oblongifolia
2064,subfamily (A),,Orchidoideae,procera
2065,subfamily (A),,Orchidoideae,pubescens
2066,subfamily (A),,Orchidoideae,repens
2067,subfamily (A),,Orchidoideae,rubicunda
2068,subfamily (A),,Orchidoideae,similis
2069,subfamily (A),,Orchidoideae,striata
2070,subfamily (A),,Orchidoideae,tesselata
2077,genus (E),,Microchilus,familiaris
2077,subfamily (A),,Orchidoideae,familiaris
2078,genus (E),,Microchilus,hirtellus
2078,subfamily (A),,Orchidoideae,hirtellus
2079,genus (E),,Microchilus,plantagineus
2079,subfamily (A),,Orchidoideae,plantagineus
2092,subfamily (A),,Orchidoideae,aphylla
2093,subfamily (A),,Orchidoideae,basaltica
2094,subfamily (A),,Orchidoideae,boormanii
2095,subfamily (A),,Orchidoideae,cardiostigma
2096,subfamily (A),,Orchidoideae,curta
2097,subfamily (A),,Orchidoideae,cycnocephala
2098,subfamily (A),,Orchidoideae,despectans
2099,subfamily (A),,Orchidoideae,foliata
2100,subfamily (A),,Orchidoideae,grandiflora
2101,subfamily (A),,Orchidoideae,humilis
2102,subfamily (A),,Orchidoideae,irsoniana
2103,subfamily (A),,Orchidoideae,lustra
2104,subfamily (A),,Orchidoideae,nana
2105,subfamily (A),,Orchidoideae,nutans
2106,subfamily (A),,Orchidoideae,oliveri
2107,subfamily (A),,Orchidoideae,orbiculata
2108,subfamily (A),,Orchidoideae,oreophila
2109,subfamily (A),,Orchidoideae,parvifolia
2110,subfamily (A),,Orchidoideae,patens
2111,subfamily (A),,Orchidoideae,procera
2112,subfamily (A),,Orchidoideae,recurva
2113,subfamily (A),,Orchidoideae,sanguinea
2114,subfamily (A),,Orchidoideae,tunstallii
2115,subfamily (A),,Orchidoideae,venosa
2119,subfamily (A),,Orchidoideae,diversifolius
2120,subfamily (A),,Orchidoideae,dutrae
2121,subfamily (A),,Orchidoideae,elatus
2122,subfamily (A),,Orchidoideae,prasophyllum
2123,subfamily (A),,Orchidoideae,stenoglossus
2125,subfamily (A),,Orchidoideae,borealis
2126,subfamily (A),,Orchidoideae,cotyledon
2132,genus (E),,Pelexia,ekmanii
2132,subfamily (A),,Orchidoideae,ekmanii
2133,genus (E),,Pelexia,oestrifera
2133,subfamily (A),,Orchidoideae,oestrifera
2134,genus (E),,Pelexia,pteryganthum
2134,subfamily (A),,Orchidoideae,pteryganthum
2136,genus (E),,Pteroglossa,roseoalba
2136,subfamily (A),,Orchidoideae,roseoalba
2138,genus (E),,Sacoila,lanceolata
2138,subfamily (A),,Orchidoideae,lanceolata
2140,genus (E),,Sarcoglottis,fasciculata
2140,subfamily (A),,Orchidoideae,fasciculata
2141,genus (E),,Sarcoglottis,sceptrodes
2141,subfamily (A),,Orchidoideae,sceptrodes
2144,genus (E),,Schiedeella,llaveana
2144,subfamily (A),,Orchidoideae,llaveana
2145,genus (E),,Schiedeella,saltensis
2145,subfamily (A),,Orchidoideae,saltensis
2146,genus (E),,Schiedeella,trilineata
2146,subfamily (A),,Orchidoideae,trilineata
2148,genus (E),,Spiranthes,australis
2148,subfamily (A),,Orchidoideae,australis
2149,genus (E),,Spiranthes,casei
2149,subfamily (A),,Orchidoideae,casei
2150,genus (E),,Spiranthes,cernua
2150,subfamily (A),,Orchidoideae,cernua
2151,genus (E),,Spiranthes,diluvialis
2151,subfamily (A),,Orchidoideae,diluvialis
2152,genus (E),,Spiranthes,lacera
2152,subfamily (A),,Orchidoideae,lacera
2153,genus (E),,Spiranthes,laciniata
2153,subfamily (A),,Orchidoideae,laciniata
2154,genus (E),,Spiranthes,lucida
2154,subfamily (A),,Orchidoideae,lucida
2155,genus (E),,Spiranthes,magnicamporum
2155,subfamily (A),,Orchidoideae,magnicamporum
2156,subfamily (A),,Orchidoideae,ochraleuca
2157,genus (E),,Spiranthes,odorata
2157,subfamily (A),,Orchidoideae,odorata
2158,genus (E),,Spiranthes,ovalis
2158,subfamily (A),,Orchidoideae,ovalis
2159,genus (E),,Spiranthes,romanzoffiana
2159,subfamily (A),,Orchidoideae,romanzoffiana
2160,genus (E),,Spiranthes,sinensis
2160,subfamily (A),,Orchidoideae,sinensis
2161,genus (E),,Spiranthes,spiralis
2161,subfamily (A),,Orchidoideae,spiralis
2162,genus (E),,Spiranthes,tuberosa
2162,subfamily (A),,Orchidoideae,tuberosa
2163,genus (E),,Spiranthes,vernalis
2163,subfamily (A),,Orchidoideae,vernalis
2166,genus (E),,Acianthus,caudatus
2166,subfamily (A),,Orchidoideae,caudatus
2167,genus (E),,Acianthus,pusillus
2167,subfamily (A),,Orchidoideae,pusillus
2168,genus (E),,Acianthus,sinclairii
2168,subfamily (A),,Orchidoideae,sinclairii
2170,genus (E),,Corybas,cryptanthus
2170,subfamily (A),,Orchidoideae,cryptanthus
2171,genus (E),,Corybas,despectans
2171,subfamily (A),,Orchidoideae,despectans
2172,genus (E),,Corybas,diemenicus
2172,subfamily (A),,Orchidoideae,diemenicus
2173,genus (E),,Corybas,geminigibbus
2173,subfamily (A),,Orchidoideae,geminigibbus
2174,genus (E),,Corybas,incurvus
2174,subfamily (A),,Orchidoideae,incurvus
2175,genus (E),,Corybas,macranthus
2175,subfamily (A),,Orchidoideae,macranthus
2176,genus (E),,Corybas,oblongus
2176,subfamily (A),,Orchidoideae,oblongus
2177,genus (E),,Corybas,shanlinshiensis
2177,subfamily (A),,Orchidoideae,shanlinshiensis
2179,genus (E),,Cyrtostylis,oblonga
2179,subfamily (A),,Orchidoideae,oblonga
2180,genus (E),,Cyrtostylis,reniformis
2180,subfamily (A),,Orchidoideae,reniformis
2182,genus (E),,Stigmatodactylus,paradoxa
2182,subfamily (A),,Orchidoideae,paradoxa
2183,genus (E),,Stigmatodactylus,variegatus
2183,subfamily (A),,Orchidoideae,variegatus
2188,genus (E),,Caladenia,actensis
2188,subfamily (A),,Orchidoideae,actensis
2189,genus (E),,Caladenia,ambusta
2189,subfamily (A),,Orchidoideae,ambusta
2190,genus (E),,Caladenia,amnicola
2190,subfamily (A),,Orchidoideae,amnicola
2191,genus (E),,Caladenia,ampla
2191,subfamily (A),,Orchidoideae,ampla
2192,genus (E),,Caladenia,applanata
2192,subfamily (A),,Orchidoideae,applanata
2193,genus (E),,Caladenia,arenaria
2193,subfamily (A),,Orchidoideae,arenaria
2194,genus (E),,Caladenia,arenicola
2194,subfamily (A),,Orchidoideae,arenicola
2195,genus (E),,Caladenia,atrovespa
2195,subfamily (A),,Orchidoideae,atrovespa
2196,subfamily (A),,Orchidoideae,attingens
2197,genus (E),,Caladenia,aurantiaca
2197,subfamily (A),,Orchidoideae,aurantiaca
2198,genus (E),,Caladenia,aurulenta
2198,subfamily (A),,Orchidoideae,aurulenta
2199,genus (E),,Caladenia,australis
2199,subfamily (A),,Orchidoideae,australis
2200,genus (E),,Caladenia,barbarossa
2200,subfamily (A),,Orchidoideae,barbarossa
2201,genus (E),,Caladenia,barbarella
2201,subfamily (A),,Orchidoideae,barbarella
2202,genus (E),,Caladenia,bicalliata
2202,subfamily (A),,Orchidoideae,bicalliata
2203,genus (E),,Caladenia,brownii
2203,subfamily (A),,Orchidoideae,brownii
2204,genus (E),,Caladenia,calcicola
2204,subfamily (A),,Orchidoideae,calcicola
2205,genus (E),,Caladenia,cairnsiana
2205,subfamily (A),,Orchidoideae,cairnsiana
2206,subfamily (A),,Orchidoideae,cardiochila
2207,genus (E),,Caladenia,carnea
2207,subfamily (A),,Orchidoideae,carnea
2208,genus (E),,Caladenia,catenata
2208,subfamily (A),,Orchidoideae,catenata
2209,genus (E),,Caladenia,clavigera
2209,subfamily (A),,Orchidoideae,clavigera
2210,genus (E),,Caladenia,clavula
2210,subfamily (A),,Orchidoideae,clavula
2211,genus (E),,Caladenia,colorata
2211,subfamily (A),,Orchidoideae,colorata
2212,genus (E),,Caladenia,congesta
2212,subfamily (A),,Orchidoideae,congesta
2213,genus (E),,Caladenia,concinna
2213,subfamily (A),,Orchidoideae,concinna
2214,genus (E),,Caladenia,concolor
2214,subfamily (A),,Orchidoideae,concolor
2215,genus (E),,Caladenia,corynephora
2215,subfamily (A),,Orchidoideae,corynephora
2216,subfamily (A),,Orchidoideae,crebra
2217,genus (E),,Caladenia,crema
2217,subfamily (A),,Orchidoideae,crema
2218,genus (E),,Caladenia,cristata
2218,subfamily (A),,Orchidoideae,cristata
2219,genus (E),,Caladenia,cruciformis
2219,subfamily (A),,Orchidoideae,cruciformis
2220,genus (E),,Caladenia,cruscula
2220,subfamily (A),,Orchidoideae,cruscula
2221,genus (E),,Caladenia,decora
2221,subfamily (A),,Orchidoideae,decora
2222,genus (E),,Caladenia,discoidea
2222,subfamily (A),,Orchidoideae,discoidea
2223,genus (E),,Caladenia,douglasiorum
2223,subfamily (A),,Orchidoideae,douglasiorum
2224,genus (E),,Caladenia,doutchiae
2224,subfamily (A),,Orchidoideae,doutchiae
2225,genus (E),,Caladenia,drummondii
2225,subfamily (A),,Orchidoideae,drummondii
2226,subfamily (A),,Orchidoideae,ensata
2227,genus (E),,Caladenia,exstans
2227,subfamily (A),,Orchidoideae,exstans
2228,genus (E),,Caladenia,falcata
2228,subfamily (A),,Orchidoideae,falcata
2229,genus (E),,Caladenia,ferruguinea
2229,subfamily (A),,Orchidoideae,ferruguinea
2230,genus (E),,Caladenia,filamentosa
2230,subfamily (A),,Orchidoideae,filamentosa
2231,genus (E),,Caladenia,fitzgeraldii
2231,subfamily (A),,Orchidoideae,fitzgeraldii
2232,genus (E),,Caladenia,flava
2232,subfamily (A),,Orchidoideae,flava
2233,genus (E),,Caladenia,formosa
2233,subfamily (A),,Orchidoideae,formosa
2234,genus (E),,Caladenia,fragrantissima
2234,subfamily (A),,Orchidoideae,fragrantissima
2235,genus (E),,Caladenia,gardneri
2235,subfamily (A),,Orchidoideae,gardneri
2236,subfamily (A),,Orchidoideae,georgei
2237,genus (E),,Caladenia,gladiolata
2237,subfamily (A),,Orchidoideae,gladiolata
2238,genus (E),,Caladenia,granitora
2238,subfamily (A),,Orchidoideae,granitora
2239,genus (E),,Caladenia,hastata
2239,subfamily (A),,Orchidoideae,hastata
2240,genus (E),,Caladenia,hildae
2240,subfamily (A),,Orchidoideae,hildae
2241,genus (E),,Caladenia,huegelia
2241,subfamily (A),,Orchidoideae,huegelia
2242,genus (E),,Caladenia,infundibularis
2242,subfamily (A),,Orchidoideae,infundibularis
2243,genus (E),,Caladenia,insularis
2243,subfamily (A),,Orchidoideae,insularis
2244,genus (E),,Caladenia,latifolia
2244,subfamily (A),,Orchidoideae,latifolia
2245,genus (E),,Caladenia,leptoclavia
2245,subfamily (A),,Orchidoideae,leptoclavia
2246,subfamily (A),,Orchidoideae,leucochilia
2247,genus (E),,Caladenia,lobata
2247,subfamily (A),,Orchidoideae,lobata
2248,genus (E),,Caladenia,lodgeana
2248,subfamily (A),,Orchidoideae,lodgeana
2249,genus (E),,Caladenia,longicauda ssp. rigidum
2249,subfamily (A),,Orchidoideae,longicauda ssp. rigidum
2250,genus (E),,Caladenia,longiclavata
2250,subfamily (A),,Orchidoideae,longiclavata
2251,genus (E),,Caladenia,lowanensis
2251,subfamily (A),,Orchidoideae,lowanensis
2252,genus (E),,Caladenia,macrostylis
2252,subfamily (A),,Orchidoideae,macrostylis
2253,genus (E),,Caladenia,moschata
2253,subfamily (A),,Orchidoideae,moschata
2254,genus (E),,Caladenia,multiclavia
2254,subfamily (A),,Orchidoideae,multiclavia
2255,genus (E),,Caladenia,necrophylla
2255,subfamily (A),,Orchidoideae,necrophylla
2256,subfamily (A),,Orchidoideae,nobilis
2257,genus (E),,Caladenia,pachychila
2257,subfamily (A),,Orchidoideae,pachychila
2258,genus (E),,Caladenia,paludosa
2258,subfamily (A),,Orchidoideae,paludosa
2259,genus (E),,Caladenia,parva
2259,subfamily (A),,Orchidoideae,parva
2260,genus (E),,Caladenia,pectinata
2260,subfamily (A),,Orchidoideae,pectinata
2261,genus (E),,Caladenia,phaeoclavia
2261,subfamily (A),,Orchidoideae,phaeoclavia
2262,genus (E),,Caladenia,plicata
2262,subfamily (A),,Orchidoideae,plicata
2263,genus (E),,Caladenia,procera
2263,subfamily (A),,Orchidoideae,procera
2264,genus (E),,Caladenia,prolata
2264,subfamily (A),,Orchidoideae,prolata
2265,genus (E),,Caladenia,pulchra
2265,subfamily (A),,Orchidoideae,pulchra
2266,subfamily (A),,Orchidoideae,pusilla
2267,genus (E),,Caladenia,radialis
2267,subfamily (A),,Orchidoideae,radialis
2268,genus (E),,Caladenia,radiata
2268,subfamily (A),,Orchidoideae,radiata
2269,genus (E),,Caladenia,reticulata
2269,subfamily (A),,Orchidoideae,reticulata
2270,genus (E),,Caladenia,rhomboidiformis
2270,subfamily (A),,Orchidoideae,rhomboidiformis
2271,genus (E),,Caladenia,richardsiorum
2271,subfamily (A),,Orchidoideae,richardsiorum
2272,genus (E),,Caladenia,rigida
2272,subfamily (A),,Orchidoideae,rigida
2273,genus (E),,Caladenia,rileyi
2273,subfamily (A),,Orchidoideae,rileyi
2274,genus (E),,Caladenia,robinsonii
2274,subfamily (A),,Orchidoideae,robinsonii
2275,genus (E),,Caladenia,roei
2275,subfamily (A),,Orchidoideae,roei
2276,subfamily (A),,Orchidoideae,saxatilis
2277,genus (E),,Caladenia,septuosa
2277,subfamily (A),,Orchidoideae,septuosa
2278,genus (E),,Caladenia,ssp. bulbarnet
2278,subfamily (A),,Orchidoideae,ssp. bulbarnet
2279,genus (E),,Caladenia,stellata
2279,subfamily (A),,Orchidoideae,stellata
2280,genus (E),,Caladenia,stricta
2280,subfamily (A),,Orchidoideae,stricta
2281,genus (E),,Caladenia,tensa
2281,subfamily (A),,Orchidoideae,tensa
2282,genus (E),,Caladenia,tentaculata
2282,subfamily (A),,Orchidoideae,tentaculata
2283,genus (E),,Caladenia,tesselata
2283,subfamily (A),,Orchidoideae,tesselata
2284,genus (E),,Caladenia,thinicola
2284,subfamily (A),,Orchidoideae,thinicola
2285,genus (E),,Caladenia,toxochila
2285,subfamily (A),,Orchidoideae,toxochila
2286,subfamily (A),,Orchidoideae,transitoria
2287,genus (E),,Caladenia,valida
2287,subfamily (A),,Orchidoideae,valida
2288,genus (E),,Caladenia,verrucosa
2288,subfamily (A),,Orchidoideae,verrucosa
2289,genus (E),,Caladenia,versicolor
2289,subfamily (A),,Orchidoideae,versicolor
2290,genus (E),,Caladenia,villosissima
2290,subfamily (A),,Orchidoideae,villosissima
2291,genus (E),,Caladenia,wanosa
2291,subfamily (A),,Orchidoideae,wanosa
2292,genus (E),,Caladenia,williamsiae
2292,subfamily (A),,Orchidoideae,williamsiae
2293,genus (E),,Caladenia,woolcockiorum
2293,subfamily (A),,Orchidoideae,woolcockiorum
2294,genus (E),,Caladenia,xantha
2294,subfamily (A),,Orchidoideae,xantha
2295,genus (E),,Caladenia,xanthochila
2295,subfamily (A),,Orchidoideae,xanthochila
2298,genus (E),,Eriochilus,dilatatus
2298,subfamily (A),,Orchidoideae,dilatatus
2299,genus (E),,Eriochilus,scaber
2299,subfamily (A),,Orchidoideae,scaber
2304,genus (E),,Cryptostylis,erecta
2304,subfamily (A),,Orchidoideae,erecta
2305,genus (E),,Cryptostylis,hunteriana
2305,subfamily (A),,Orchidoideae,hunteriana
2306,genus (E),,Cryptostylis,leptochila
2306,subfamily (A),,Orchidoideae,leptochila
2307,genus (E),,Cryptostylis,ovata
2307,subfamily (A),,Orchidoideae,ovata
2308,genus (E),,Cryptostylis,subulata
2308,subfamily (A),,Orchidoideae,subulata
2310,genus (E),,Diuris,aurea
2310,subfamily (A),,Orchidoideae,aurea
2311,genus (E),,Diuris,behrii
2311,subfamily (A),,Orchidoideae,behrii
2312,genus (E),,Diuris,brumalis
2312,subfamily (A),,Orchidoideae,brumalis
2313,genus (E),,Diuris,decurrens
2313,subfamily (A),,Orchidoideae,decurrens
2314,genus (E),,Diuris,maculata
2314,subfamily (A),,Orchidoideae,maculata
2315,genus (E),,Diuris,magnifica
2315,subfamily (A),,Orchidoideae,magnifica
2316,genus (E),,Diuris,pardina
2316,subfamily (A),,Orchidoideae,pardina
2317,genus (E),,Diuris,pedunculata
2317,subfamily (A),,Orchidoideae,pedunculata
2318,subfamily (A),,Orchidoideae,punctata
2319,genus (E),,Diuris,sulfurea
2319,subfamily (A),,Orchidoideae,sulfurea
2322,genus (E),,Arthrochilus,irritabilis
2322,subfamily (A),,Orchidoideae,irritabilis
2325,genus (E),,Drakaea,confluens
2325,subfamily (A),,Orchidoideae,confluens
2326,genus (E),,Drakaea,elastica
2326,subfamily (A),,Orchidoideae,elastica
2327,genus (E),,Drakaea,glyptodon
2327,subfamily (A),,Orchidoideae,glyptodon
2328,genus (E),,Drakaea,gracilis
2328,subfamily (A),,Orchidoideae,gracilis
2329,genus (E),,Drakaea,livida
2329,subfamily (A),,Orchidoideae,livida
2330,genus (E),,Drakaea,micrantha
2330,subfamily (A),,Orchidoideae,micrantha
2331,genus (E),,Drakaea,thynniphila
2331,subfamily (A),,Orchidoideae,thynniphila
2333,genus (E),,Chiloglottis,chlorantha
2333,subfamily (A),,Orchidoideae,chlorantha
2334,genus (E),,Chiloglottis,cornuta
2334,subfamily (A),,Orchidoideae,cornuta
2335,genus (E),,Chiloglottis,diphylla
2335,subfamily (A),,Orchidoideae,diphylla
2336,genus (E),,Chiloglottis,formicifera
2336,subfamily (A),,Orchidoideae,formicifera
2337,genus (E),,Chiloglottis,grammata
2337,subfamily (A),,Orchidoideae,grammata
2338,genus (E),,Chiloglottis,jeanesii
2338,subfamily (A),,Orchidoideae,jeanesii
2339,genus (E),,Chiloglottis,platyptera
2339,subfamily (A),,Orchidoideae,platyptera
2340,genus (E),,Chiloglottis,pluricallata
2340,subfamily (A),,Orchidoideae,pluricallata
2341,subfamily (A),,Orchidoideae,aff. Pluricallata 1
2342,genus (E),,Chiloglottis,aff. Pluricallata 2
2342,subfamily (A),,Orchidoideae,aff. Pluricallata 2
2343,genus (E),,Chiloglottis,aff. Pluricallata 3
2343,subfamily (A),,Orchidoideae,aff. Pluricallata 3
2344,genus (E),,Chiloglottis,seminuda
2344,subfamily (A),,Orchidoideae,seminuda
2345,genus (E),,Chiloglottis,sphrynoides
2345,subfamily (A),,Orchidoideae,sphrynoides
2346,genus (E),,Chiloglottis,sylvestris
2346,subfamily (A),,Orchidoideae,sylvestris
2347,genus (E),,Chiloglottis,trapeziformis
2347,subfamily (A),,Orchidoideae,trapeziformis
2348,genus (E),,Chiloglottis,triceratops
2348,subfamily (A),,Orchidoideae,triceratops
2349,genus (E),,Chiloglottis,trilabra
2349,subfamily (A),,Orchidoideae,trilabra
2350,genus (E),,Chiloglottis,truncata
2350,subfamily (A),,Orchidoideae,truncata
2351,subfamily (A),,Orchidoideae,turfosa
2352,genus (E),,Chiloglottis,valida
2352,subfamily (A),,Orchidoideae,valida
2353,genus (E),,Chiloglottis,aff. valida 1
2353,subfamily (A),,Orchidoideae,aff. valida 1
2354,genus (E),,Chiloglottis,aff. valida 2
2354,subfamily (A),,Orchidoideae,aff. valida 2
2356,genus (E),,Paracaleana,nigrita
2356,subfamily (A),,Orchidoideae,nigrita
